Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Reminder Date,Reminder Time,Meeting Organizer,Required Attendees,Optional Attendees,Meeting Resources,Billing Information,Categories,Description,Location,Mileage,Priority,Private,Sensitivity,Show time as
Curriculum scrum iii,4/11/2017,8:30:00 AM,4/11/2017,9:00:00 AM,FALSE,TRUE,4/11/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/495881656 <https://ucsb.zoom.us/j/495881656> 

 

Or iPhone one-tap (US Toll):  +14086380968,495881656# or +16465588656,495881656#

 

Or Telephone:

    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)

    Meeting ID: 495 881 656

    International numbers available: https://ucsb.zoom.us/zoomconference?m=iJGe19sUGMLTUti0xAzI2Odsi3jKbeZ6 <https://ucsb.zoom.us/zoomconference?m=iJGe19sUGMLTUti0xAzI2Odsi3jKbeZ6> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 495 881 656

 

    SIP: 495881656@zoomcrc.com <mailto:495881656@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/495881656,,Normal,FALSE,Normal,2
Curriculum scrum iii,4/12/2017,8:00:00 AM,4/12/2017,8:30:00 AM,FALSE,FALSE,4/12/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/495881656 <https://ucsb.zoom.us/j/495881656> 

 

Or iPhone one-tap (US Toll):  +14086380968,495881656# or +16465588656,495881656#

 

Or Telephone:

    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)

    Meeting ID: 495 881 656

    International numbers available: https://ucsb.zoom.us/zoomconference?m=iJGe19sUGMLTUti0xAzI2Odsi3jKbeZ6 <https://ucsb.zoom.us/zoomconference?m=iJGe19sUGMLTUti0xAzI2Odsi3jKbeZ6> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 495 881 656

 

    SIP: 495881656@zoomcrc.com <mailto:495881656@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/495881656,,Normal,FALSE,Normal,2
Curriculum scrum iii,4/13/2017,8:30:00 AM,4/13/2017,9:00:00 AM,FALSE,TRUE,4/13/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/495881656 <https://ucsb.zoom.us/j/495881656> 

 

Or iPhone one-tap (US Toll):  +14086380968,495881656# or +16465588656,495881656#

 

Or Telephone:

    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)

    Meeting ID: 495 881 656

    International numbers available: https://ucsb.zoom.us/zoomconference?m=iJGe19sUGMLTUti0xAzI2Odsi3jKbeZ6 <https://ucsb.zoom.us/zoomconference?m=iJGe19sUGMLTUti0xAzI2Odsi3jKbeZ6> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 495 881 656

 

    SIP: 495881656@zoomcrc.com <mailto:495881656@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/495881656,,Normal,FALSE,Normal,2
student visa questions ,3/21/2017,11:00:00 AM,3/21/2017,12:00:00 PM,FALSE,FALSE,3/21/2017,10:45:00 AM,Ann Crawford,Cristina Carney;Erik Williams,,OISS.Conference Room.SRB.3153,,,"We may end up meeting at your desks so you can demo but I set up the OISS conference room. I look forward to meeting you after all these emails.
 
 
Agenda:
 
Review How Primary and Secondary Major is maintained today
Review Sevis requirements
Review Seivis requirements for students gender/sex
",OISS.Conference Room.SRB.3153,,Normal,FALSE,Normal,2
#34911 ISSR Deploy: 20170321_SevisISSMtoISD,3/21/2017,10:00:00 AM,3/21/2017,10:30:00 AM,FALSE,FALSE,3/21/2017,9:45:00 AM,Keith Jakobs,Ann Crawford,SIST-DB-Deploy,,,,"Request Number: 34911
Request Title: ISSR Deploy: 20170321_SevisISSMtoISD
Requester: Ann Crawford
Last Memo: 

 

 

 

 

Name:                        20170321_SevisISSMtoISD

CC:                           SIST-DB-Deploy@sa.ucsb.edu <mailto:SIST-DB-Deploy@sa.ucsb.edu> 

Time:                         03/20/2017 9:00 AM – 9:30 AM

Site Closure:                 No

Coordinate With Other Updates:  No  

Description:  One script to update Sevis database stored procedure [dbo].[usp_FSAScholartoISDScholar] to fix a bug is ISSM to ISD migration. 

Bug Fixes/New Features:     

TFS Build Name:                

Staging Location:

\\sa9\deployment\SQLScripts\Sevis\5-Staging\20170321_SevisISSMtoISD <file://sa9/deployment/SQLScripts/Sevis/5-Staging/20170321_SevisISSMtoISD> 

 

Delete Before Deploy:        No

Deployment Location:        Sevis.sql.sa.ucsb.edu,2433  (SA136)  

SQL Scripts:                Yes 

Archiving SQL Scripts Location:  

\\sa9\deployment\SQLScripts\Sevis\2-Production\20170321_SevisISSMtoISD <file://sa9/deployment/SQLScripts/Sevis/2-Production/20170321_SevisISSMtoISD> 

 

 

 

",https://ucsb.zoom.us/j/5780488066,,Normal,FALSE,Normal,2
#34913 ISSR Deploy: 20170321_SadwCurriculumSSAS,3/21/2017,10:15:00 AM,3/21/2017,10:45:00 AM,FALSE,FALSE,3/21/2017,10:00:00 AM,Keith Jakobs,Ann Crawford,SIST-DB-Deploy,,,,"Request Number: 34913
Request Title: ISSR Deploy: 20170321_SadwCurriculumSSAS
Requester: Ann Crawford
Last Memo: 

Name:                         20170321_SadwCurriculumSSAS

CC:                           SIST-DB-Deploy@sa.ucsb.edu <mailto:SIST-DB-Deploy@sa.ucsb.edu> 

Time:                         03/21/2017 9:30 AM – 10:00 AM

Site Closure:                 No

Coordinate With Other Updates:  No  

Description:  One script to update SADW database view to fix issue with 

primary secondary section count.

Bug Fixes/New Features:     

TFS Build Name:                

Staging Location:

\\sa9\deployment\SQLScripts\Sadw\5-Staging\20170321_SadwCurriculumSSAS.sql <file://sa9/deployment/SQLScripts/Sadw/5-Staging/20170321_SadwCurriculumSSAS.sql> 

 

 

Delete Before Deploy:        No

Deployment Location:        sadw.sql.sa.ucsb.edu,2433 (sa48)  

SQL Scripts:                Yes 

Archiving SQL Scripts Location:  

\\sa9\deployment\SQLScripts\Sadw\2-Production\20170321_SadwCurriculumSSAS.sql <file://sa9/deployment/SQLScripts/Sadw/2-Production/20170321_SadwCurriculumSSAS.sql> 

 

",https://ucsb.zoom.us/j/5780488066,,Normal,FALSE,Normal,2
Introduction to Mindfulness,3/30/2017,12:00:00 PM,3/30/2017,1:00:00 PM,FALSE,FALSE,3/30/2017,11:45:00 AM,Ann Crawford,,,,,,"Activity name: Day 1- 
Start date: 3/30/2017 12:00:00 PM PDT 
End date: 3/30/2017 1:00:00 PM PDT 
Activity description: If you have been looking for a short, meaningful and effective introduction to evidence based mindfulness and meditation, this 4-week Mindful UCSB workshop is for you. During this workshop you will explore personal access points to developing greater mindfulness in your life. Through periods of silent mindfulness meditation, didactical instruction, personal inquiry, expert teachings, exercises and live Q&A, you will be skillfully guided to take your first steps with evidence based mindfulness practice.
Student notes: 






",DAVISON LIBRARY 1312,,Normal,FALSE,Normal,2
ice cream ,4/5/2017,2:00:00 PM,4/5/2017,2:45:00 PM,FALSE,FALSE,4/5/2017,1:45:00 PM,Ann Crawford,Martha Ledesma;Pam Layton;Kerry Trimble;Robert Dolin,,,,,"This is getting tough – maybe we should go multiple times. 
Here is the agenda J
I hate to postpone joy.  
Pam can’t make it.  If it’s o.k. I’ll reschedule. If you want to go today we still can.
 
Ann
 
Agenda:
Meet outside SRB             2:15
Walk to McConnell’s       2:30
Order
Eat – yum                            2:35
Walk back                            2:40
",IV - McConnels,,Normal,FALSE,Normal,2
SSO Discussion,3/21/2017,3:00:00 PM,3/21/2017,4:00:00 PM,FALSE,FALSE,3/21/2017,2:45:00 PM,Logan D Franken,Ann Crawford,,,,,"Hey Ann!

 

This is a meeting to discuss SSO.

 

Let me know if a better day/time works for you!

Logan

 

--

 

Hi there, 

 

Logan Franken is inviting you to a scheduled Zoom meeting. 

 

Topic: SSO Discussion

Time: Mar 21, 2017 3:00 PM Pacific Time (US and Canada)

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/165699167

 

Or iPhone one-tap (US Toll):  +16465588656,165699167# or +14086380968,165699167#

 

Or Telephone:

    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)

    Meeting ID: 165 699 167

    International numbers available: https://ucsb.zoom.us/zoomconference?m=Rh92Yo2Y6UtGfJ2byQp6qotA5bQ6kCLh

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

       115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 165 699 167

 

    SIP: 165699167@zoomcrc.com <mailto:165699167@zoomcrc.com> 

",https://ucsb.zoom.us/j/165699167,,Normal,FALSE,Normal,2
SFS Ad Hoc Reporting Needs,3/30/2017,3:00:00 PM,3/30/2017,4:00:00 PM,FALSE,FALSE,3/30/2017,2:45:00 PM,Joshua Andersen,Ann Crawford;Diana Antova;Adam Sottosanti;Mike Nesbit;Brian Frazier;Nathan J Cook;Lisa Goto;Justin Mead;Melanie Hoven,,,,,"Our initial meeting to discuss the SFS ad hoc reporting needs of OFAS and GradDiv. Please let me know if there are others who should be invited to this meeting. I will ask for agenda items, craft, and send an agenda in the days ahead of the meeting. If you have known items you’d like included at this time, please reach out and let me know. Thanks!

 

------

 

Hi there, 

 

Josh Andersen is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/661988353 <https://ucsb.zoom.us/j/661988353> 

 

Or iPhone one-tap (US Toll):  +16465588656,661988353# or +14086380968,661988353#

 

Or Telephone:

    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)

    Meeting ID: 661 988 353

    International numbers available: https://ucsb.zoom.us/zoomconference?m=Tartc5fqeRL9_0i9-ab8H-SbGpePnMUQ <https://ucsb.zoom.us/zoomconference?m=Tartc5fqeRL9_0i9-ab8H-SbGpePnMUQ> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 661 988 353

 

    SIP: 661988353@zoomcrc.com <mailto:661988353@zoomcrc.com> 

 

 

",SIST.Conference Room.SAASB.2201A https://ucsb.zoom.us/j/661988353,,Normal,FALSE,Normal,2
Portal SSO,3/24/2017,10:00:00 AM,3/24/2017,11:00:00 AM,FALSE,FALSE,3/24/2017,9:45:00 AM,Pam Layton,Farah Tahmasbi;Kerry Trimble;Curran Sullivan;Ann Crawford,Diana Antova,,,,"Diana you are optional for the meeting (looks like you are busy).
Hi there, 

Pamela Layton is inviting you to a scheduled Zoom meeting. 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/365507649

Or iPhone one-tap (US Toll):  +16465588656,365507649# or +14086380968,365507649#

Or Telephone:
    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)
    Meeting ID: 365 507 649
    International numbers available: https://ucsb.zoom.us/zoomconference?m=76zJm9gxT6pb_zmMIL8vQjCl7yPcJrhY

Or an H.323/SIP room system:
    H.323: 
        162.255.37.11 (US West)
        162.255.36.11 (US East)
        221.122.88.195 (China)
        115.114.131.7 (India)
        213.19.144.110 (EMEA)
    Meeting ID: 365 507 649

    SIP: 365507649@zoomcrc.com <mailto:365507649@zoomcrc.com> 


",Remote https://ucsb.zoom.us/j/365507649,,Normal,FALSE,Normal,2
Student logins to the Portal ,3/24/2017,2:00:00 PM,3/24/2017,2:30:00 PM,FALSE,FALSE,3/24/2017,1:45:00 PM,Ann Crawford,Erik Williams,Cristina Carney,,,,"I would like to have a quick meeting to discuss when students use the portal https://ucsb.zoom.us/j/789849165
 
Please reschedule if this is not convenient.  If you are not comfortable with zoom, I can meet in the OISS office.
 
Let me know
 
Ann
",Zoom   https://ucsb.zoom.us/j/789849165 ,,Normal,FALSE,Normal,2
#34998 ISSR Deploy: 20170328_SevisOdeExtStudentLoad_35765,3/28/2017,8:00:00 AM,3/28/2017,8:30:00 AM,FALSE,FALSE,3/28/2017,7:45:00 AM,Keith Jakobs,Ann Crawford,SIST-DB-Deploy,,,,"Request Number: 34998
Request Title: ISSR Deploy: 20170328_SevisOdeExtStudentLoad_35765
Requester: Ann Crawford
Last Memo: 

 

Name:                      20170328_SevisOdeExtStudentLoad_35765

CC:                        SIST-DB-Deploy@sa.ucsb.edu <mailto:SIST-DB-Deploy@sa.ucsb.edu> 

Time:                      03/28/2017 8:00AM – 8:30 AM

Site Closure:                 No

Coordinate With Other Updates:  No  

Description:  Two scripts to update ODS_EXT and Sevis database to fix issue with Student load. 

Bug Fixes/New Features:     

TFS Build Name:                

Staging Location:

\\sa9\deployment\SQLScripts\ODS_EXT\5-Staging\20170328_OdsExtStudentLoad_35765.sql <file://sa9/deployment/SQLScripts/ODS_EXT/5-Staging/20170328_OdsExtStudentLoad_35765.sql> 

\\sa9\deployment\SQLScripts\Sevis\5-Staging\20170328_SevisStudentLoad_35765.sql <file://sa9/deployment/SQLScripts/Sevis/5-Staging/20170328_SevisStudentLoad_35765.sql> 

 

 

Delete Before Deploy:        No

Deployment Location:        ods_ext.sql.sa.ucsb.edu,2433 and Sevis.sql.sa.ucsb.edu,2433

 

SQL Scripts:                Yes 

Archiving SQL Scripts Location:  

\\sa9\deployment\SQLScripts\ODS_EXT\2-Production\20170328_OdsExtStudentLoad_35765.sql <file://sa9/deployment/SQLScripts/ODS_EXT/2-Production/20170328_OdsExtStudentLoad_35765.sql> 

\\sa9\deployment\SQLScripts\Sevis\2-Production\20170328_SevisStudentLoad_35765.sql <file://sa9/deployment/SQLScripts/Sevis/2-Production/20170328_SevisStudentLoad_35765.sql> 

 

 

",SIST-Operations-Planning,,Normal,FALSE,Normal,2
Ann Crawford's Personal Meeting Room,3/28/2017,1:30:00 PM,3/28/2017,2:30:00 PM,FALSE,FALSE,3/28/2017,1:20:00 PM,Ann Crawford,Mike Nesbit,,,,,"Hello Mike 
I would like to looks at waitlist to compare my new query to the model

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/6485759859

Or iPhone one-tap (US Toll):  +14086380968,6485759859# or +16465588656,6485759859#

Or Telephone:
    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)
    Meeting ID: 648 575 9859
    International numbers available: https://ucsb.zoom.us/zoomconference?m=FJHKPaw82tbNypu2Y1VOTlRqLBblQuHs

Or an H.323/SIP room system:
    H.323: 
        162.255.37.11 (US West)
        162.255.36.11 (US East)
        221.122.88.195 (China)
        115.114.131.7 (India)
        213.19.144.110 (EMEA)
    Meeting ID: 648 575 9859

    SIP: 6485759859@zoomcrc.com

",https://ucsb.zoom.us/j/6485759859,,Normal,FALSE,Normal,2
SIS&T: Taste of IV ,4/3/2017,12:00:00 PM,4/3/2017,1:00:00 PM,FALSE,FALSE,4/3/2017,11:45:00 AM,Joe Sabado,SIST-ALL,Joshua Andersen;Keri Bradford;Logan D Franken;Seth Northrop;Stephen Barnhouse;Steve Bishop;Victoria Bebko,,,,"Department Event

Taste of IV

Come out for a nice lunch in Isla Vista. As mentioned in our newsletter, we are scheduling a lunch in IV once a month. Our first organized lunch will be on Monday, April 3rd, at Sam's to Go (6560 Pardall Rd # 3B, Goleta, CA 93117). This is not mandatory, nor do you have to eat at this restaurant (bring a lunch from home or grab food to go from a place of your choice), but it would be fun to meet at the same place to eat and hang out.



In the future, we are hoping we can take a vote on our next lunch date and location – hope to see you all there!

","Sam's To Go - 6560 Pardall Rd # 3B, Goleta, CA 93117",,Normal,FALSE,Normal,2
Day 1- Introduction to Mindfulness,3/30/2017,12:00:00 PM,3/30/2017,1:00:00 PM,FALSE,FALSE,3/30/2017,11:45:00 AM,hrtrain@hr.ucsb.edu,,,,,,"ANN CRAWFORD,
Your registration is confirmed for Introduction to Mindfulness. See below for details.

Activity name: Day 1- Introduction to Mindfulness
Start date: 3/30/2017 12:00:00 PM PDT 
End date: 3/30/2017 1:00:00 PM PDT 
Activity description: If you have been looking for a short, meaningful and effective introduction to evidence based mindfulness and meditation, this 4-week Mindful UCSB workshop is for you. During this workshop you will explore personal access points to developing greater mindfulness in your life. Through periods of silent mindfulness meditation, didactical instruction, personal inquiry, expert teachings, exercises and live Q&A, you will be skillfully guided to take your first steps with evidence based mindfulness practice.
Student notes: 

 
   








   
This message was automatically delivered by SumTotal notification services.

        ",Davidson Libraray/Library Classroom- Room 1312,,Normal,FALSE,Normal,2
DS Team Meeting Replacement,3/30/2017,10:00:00 AM,3/30/2017,10:30:00 AM,FALSE,FALSE,3/30/2017,9:45:00 AM,Adam Sottosanti,SIST-DB,,,,,"Hi there, 

 

Adam Sottosanti is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/663873436 <https://ucsb.zoom.us/j/663873436> 

 

Or iPhone one-tap (US Toll):  +14086380968,663873436# or +16465588656,663873436#

 

Or Telephone:

    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)

    Meeting ID: 663 873 436

    International numbers available: https://ucsb.zoom.us/zoomconference?m=_weM_K48vKUWSwQ19Kk6uC6xG-N0X73n <https://ucsb.zoom.us/zoomconference?m=_weM_K48vKUWSwQ19Kk6uC6xG-N0X73n> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 663 873 436

 

    SIP: 663873436@zoomcrc.com <mailto:663873436@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/663873436,,Normal,FALSE,Normal,1
Move TFS Tasks to New Iteration,4/3/2017,7:00:00 AM,4/3/2017,7:30:00 AM,FALSE,TRUE,4/3/2017,7:00:00 AM,Adam Sottosanti,SIST-DB,,,,," 

",,,Normal,FALSE,Normal,3
Move TFS Tasks to New Iteration,4/17/2017,7:00:00 AM,4/17/2017,7:30:00 AM,FALSE,TRUE,4/17/2017,7:00:00 AM,Adam Sottosanti,SIST-DB,,,,," 

",,,Normal,FALSE,Normal,3
Move TFS Tasks to New Iteration,5/1/2017,7:00:00 AM,5/1/2017,7:30:00 AM,FALSE,TRUE,5/1/2017,7:00:00 AM,Adam Sottosanti,SIST-DB,,,,," 

",,,Normal,FALSE,Normal,3
Move TFS Tasks to New Iteration,5/15/2017,7:00:00 AM,5/15/2017,7:30:00 AM,FALSE,TRUE,5/15/2017,7:00:00 AM,Adam Sottosanti,SIST-DB,,,,," 

",,,Normal,FALSE,Normal,3
Move TFS Tasks to New Iteration,5/29/2017,7:00:00 AM,5/29/2017,7:30:00 AM,FALSE,TRUE,5/29/2017,7:00:00 AM,Adam Sottosanti,SIST-DB,,,,," 

",,,Normal,FALSE,Normal,3
Move TFS Tasks to New Iteration,6/12/2017,7:00:00 AM,6/12/2017,7:30:00 AM,FALSE,TRUE,6/12/2017,7:00:00 AM,Adam Sottosanti,SIST-DB,,,,," 

",,,Normal,FALSE,Normal,3
Move TFS Tasks to New Iteration,6/26/2017,7:00:00 AM,6/26/2017,7:30:00 AM,FALSE,TRUE,6/26/2017,7:00:00 AM,Adam Sottosanti,SIST-DB,,,,," 

",,,Normal,FALSE,Normal,3
Day 2- Introduction to Mindfulness,4/6/2017,12:00:00 PM,4/6/2017,1:00:00 PM,FALSE,FALSE,4/6/2017,11:45:00 AM,hrtrain@hr.ucsb.edu,,,,,,"ANN CRAWFORD,
Your registration is confirmed for Introduction to Mindfulness. See below for details.

Activity name: Day 2- Introduction to Mindfulness
Start date: 4/6/2017 12:00:00 PM PDT 
End date: 4/6/2017 1:00:00 PM PDT 
Activity description: If you have been looking for a short, meaningful and effective introduction to evidence based mindfulness and meditation, this 4-week Mindful UCSB workshop is for you. During this workshop you will explore personal access points to developing greater mindfulness in your life. Through periods of silent mindfulness meditation, didactical instruction, personal inquiry, expert teachings, exercises and live Q&A, you will be skillfully guided to take your first steps with evidence based mindfulness practice.
Student notes: 

 
   








   
This message was automatically delivered by SumTotal notification services.

        ",HSSB - Humanities and Social Sciences Building/McCune Conference Room - Room 6020,,Normal,FALSE,Normal,2
Day 3- Introduction to Mindfulness,4/13/2017,12:00:00 PM,4/13/2017,1:00:00 PM,FALSE,FALSE,4/13/2017,11:45:00 AM,hrtrain@hr.ucsb.edu,,,,,,"ANN CRAWFORD,
Your registration is confirmed for Introduction to Mindfulness. See below for details.

Activity name: Day 3- Introduction to Mindfulness
Start date: 4/13/2017 12:00:00 PM PDT 
End date: 4/13/2017 1:00:00 PM PDT 
Activity description: If you have been looking for a short, meaningful and effective introduction to evidence based mindfulness and meditation, this 4-week Mindful UCSB workshop is for you. During this workshop you will explore personal access points to developing greater mindfulness in your life. Through periods of silent mindfulness meditation, didactical instruction, personal inquiry, expert teachings, exercises and live Q&A, you will be skillfully guided to take your first steps with evidence based mindfulness practice.
Student notes: 

 
   








   
This message was automatically delivered by SumTotal notification services.

        ",HSSB - Humanities and Social Sciences Building/McCune Conference Room - Room 6020,,Normal,FALSE,Normal,2
Day 4- Introduction to Mindfulness,4/20/2017,12:00:00 PM,4/20/2017,1:00:00 PM,FALSE,FALSE,4/20/2017,11:45:00 AM,hrtrain@hr.ucsb.edu,,,,,,"ANN CRAWFORD,
Your registration is confirmed for Introduction to Mindfulness. See below for details.

Activity name: Day 4- Introduction to Mindfulness
Start date: 4/20/2017 12:00:00 PM PDT 
End date: 4/20/2017 1:00:00 PM PDT 
Activity description: If you have been looking for a short, meaningful and effective introduction to evidence based mindfulness and meditation, this 4-week Mindful UCSB workshop is for you. During this workshop you will explore personal access points to developing greater mindfulness in your life. Through periods of silent mindfulness meditation, didactical instruction, personal inquiry, expert teachings, exercises and live Q&A, you will be skillfully guided to take your first steps with evidence based mindfulness practice.
Student notes: 

 
   








   
This message was automatically delivered by SumTotal notification services.

        ",HSSB - Humanities and Social Sciences Building/McCune Conference Room - Room 6020,,Normal,FALSE,Normal,2
walk ,4/5/2017,12:00:00 PM,4/5/2017,1:00:00 PM,FALSE,FALSE,4/5/2017,11:45:00 AM,Ann Crawford,Lupe Garcia;Marsha Bankston,,,,,"Hope to see you.
",meet by storke,,Normal,FALSE,Normal,2
walk,4/4/2017,12:00:00 PM,4/4/2017,1:00:00 PM,FALSE,FALSE,4/4/2017,11:45:00 AM,Ann Crawford,Lupe Garcia,,,,,"If you still can, let’s go. 
",storke,,Normal,FALSE,Normal,2
SIS&T Hostile Intruder Training,5/11/2017,9:00:00 AM,5/11/2017,10:00:00 AM,FALSE,TRUE,5/11/2017,8:45:00 AM,Leilani Borrego,Adam Sottosanti;Adriana Roman;Allen Biehle;Amarpreet Singh;Ann Crawford;Aurelian Marian;Brad Lent;Brian Frazier;Carole Wasserman;Cliff Chabot;Craig McComb;Curran Sullivan;Dana Huffman;David Fickes;Diana Antova;Eric Mayes;Farah Tahmasbi;Garry Pawlitski;Guillermo Leon;James Kinneavy;Jarrod Sprague;Jeff Pignataro;Jesse Feinstein;Joe Sabado;Joseph A Haubruge;Joseph Chanson;Joseph McLain;Joshua Andersen;Julie Inami;Justin Mead;Kam Kunimoto;Keith Jakobs;Keri Bradford;Kerry Trimble;Kevin Grant;Krystal McCauley;Lap Leung;Lisa Goto;Liudmil Petrov;Logan D Franken;Louis Tourtellotte;Marco Simone;Mark C McGilvray;Mark Norstedt;Mark Weinsoff;Marshall Joseph;Michael Kerner;Mike Nesbit;Nikhil Singh;Pam Layton;Phuong Nguyen;Richard Wilson;Robert Dolin;Robert F Daigle;Robert Sams;Samantha Sanchez;Sean McGowan;Seth Northrop;Simran Arora;Stefan Chankov;Stephen Barnhouse;Steve Bishop;Steven Maglio;Tedi Tehrani;Thomas Hoinacki;Thomas Lawton;Ventzislav Tzvetkov;Victoria Bebko;Vina Nguyen;Vincent Leo;Matthew Bowman,,,,,"Hi there, 
Please make room on your calendars to attend this Hostile Intruder Training session with Sergeant Matt Bowman from our UCSB Police Department. To help you feel prepared in case of an emergency, this one hour training will provide information on the best practices as well as other campus resources available to you.  
Prior to attending this training, watch the following campus video: http://misc.library.ucsb.edu/ehs/?no_server_init
Thank you. 
Leilani Borrego is inviting you to a scheduled Zoom meeting. 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/642775270

Or iPhone one-tap (US Toll):  +14086380968,642775270# or +16465588656,642775270#

Or Telephone:
    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)
    Meeting ID: 642 775 270
    International numbers available: https://ucsb.zoom.us/zoomconference?m=IpyaUqJ0DQGn_1BBRatFSngt5uEBpa7t

Or an H.323/SIP room system:
    H.323: 
        162.255.37.11 (US West)
        162.255.36.11 (US East)
        221.122.88.195 (China)
        115.114.131.7 (India)
        213.19.144.110 (EMEA)
    Meeting ID: 642 775 270

    SIP: 642775270@zoomcrc.com <mailto:642775270@zoomcrc.com> 


",SIST.Conference Room.SAASB.2201A - https://ucsb.zoom.us/j/642775270,,Normal,FALSE,Normal,2
FW: ISSR Deploy: Deployment Request for Prod SADW Database (35060),4/4/2017,12:30:00 PM,4/4/2017,1:00:00 PM,FALSE,FALSE,4/4/2017,12:15:00 PM,Craig McComb,Kam Kunimoto;Ann Crawford;Adam Sottosanti;SIST-DB-Deploy,,,,,"Hi Kam/Ann

 

Craig and I have a deployment coming up at 1230 and I need to run on an emergency errand.  Is it possible for one of you to verify sadw.  All that needs to happen is to see if this doesn’t result in an error on sql7.sa.ucsb.edu,2433.  

 

USE SADW

GO

 

SELECT TOP 10 first_name, last_name, middle_name

FROM dbo.vw_Student

 

 

If it returns anything (they are new columns for the view), it’s good. 

 

Thanks!

Adam 

 

 

-----Original Appointment-----
From: Craig McComb 
Sent: Monday, April 3, 2017 2:22 PM
To: Craig McComb; Adam Sottosanti; SIST-DB-Deploy
Subject: ISSR Deploy: Deployment Request for Prod SADW Database (35060)
When: Tuesday, April 4, 2017 12:30 PM-1:00 PM (UTC-08:00) Pacific Time (US & Canada).
Where: SIST-Operations-Planning

 

Name:

SADW Database Deploy

CC:

sist-db-deploy; 

Time:

Tuesday 4/4/17

Site Closure:

No

Coordinate With Other Updates:

No

Description:

Adding individual name fields to vw_Student

Bug Fixes / New Features:

N/A

TFS Build Name:

N/A

Staging Location:

N/A

Delete Before Deploy:

N/A

Deployment Location:

N/A

SQL Server:

sadw.sql.sa.ucsb.edu,2433

Staging SQL Scripts Location:

\\sa9\Deployment\SQLScripts\SADW\5-Staging\20170403_sadw_upd_AddNameFieldsTovw_Student.sql <file://sa9/Deployment/SQLScripts/SADW/5-Staging/20170403_sadw_upd_AddNameFieldsTovw_Student.sql> 

Archiving SQL Scripts Location:

\\sa9\Deployment\SQLScripts\sadw\2-Production <file://sa9/Deployment/SQLScripts/sadw/2-Production> 

SysReq:

N/A

Notes:

	
System Engineer:

SUPPORT

 

",SIST-Operations-Planning,,Normal,FALSE,Normal,1
